organization,user,number,is_pr,state,created_at,updated_at,closed_at,repo
datacarpentry,ErinBecker,2,FALSE,open,2018-04-05T15:36:36Z,2018-04-06T15:25:32Z,NA,r-intro-geospatial
datacarpentry,ErinBecker,1,FALSE,closed,2018-04-05T15:35:08Z,2018-04-12T14:17:10Z,2018-04-12T14:17:10Z,r-intro-geospatial
datacarpentry,obrl-soil,20,TRUE,closed,2018-04-14T03:02:12Z,2018-04-16T21:16:38Z,2018-04-16T21:16:08Z,organization-geospatial
datacarpentry,dpaudel,19,TRUE,closed,2018-04-13T20:09:59Z,2018-04-13T20:14:54Z,2018-04-13T20:14:54Z,organization-geospatial
datacarpentry,dpaudel,18,TRUE,closed,2018-04-13T20:06:08Z,2018-04-13T20:15:16Z,2018-04-13T20:15:16Z,organization-geospatial
datacarpentry,bidhya,17,TRUE,closed,2018-04-13T18:59:00Z,2018-04-13T22:06:06Z,2018-04-13T22:06:06Z,organization-geospatial
datacarpentry,annefou,16,TRUE,closed,2018-04-13T17:42:45Z,2018-04-13T22:01:47Z,2018-04-13T22:01:47Z,organization-geospatial
datacarpentry,jduckles,15,FALSE,closed,2018-04-13T00:55:42Z,2018-04-17T14:25:33Z,2018-04-17T14:25:33Z,organization-geospatial
datacarpentry,ErinBecker,14,FALSE,open,2018-04-12T23:19:29Z,2018-04-12T23:19:29Z,NA,organization-geospatial
datacarpentry,ErinBecker,13,FALSE,open,2018-04-12T23:17:30Z,2018-04-13T17:30:15Z,NA,organization-geospatial
datacarpentry,ErinBecker,12,FALSE,open,2018-04-12T23:14:16Z,2018-04-13T19:12:42Z,NA,organization-geospatial
datacarpentry,ErinBecker,11,FALSE,open,2018-04-12T23:13:08Z,2018-04-13T18:09:12Z,NA,organization-geospatial
datacarpentry,ErinBecker,10,FALSE,open,2018-04-12T23:11:36Z,2018-04-12T23:11:36Z,NA,organization-geospatial
datacarpentry,ErinBecker,9,FALSE,open,2018-04-12T23:10:42Z,2018-04-13T19:33:22Z,NA,organization-geospatial
datacarpentry,ErinBecker,8,FALSE,open,2018-04-12T22:31:42Z,2018-04-13T17:45:40Z,NA,organization-geospatial
datacarpentry,ErinBecker,7,TRUE,closed,2018-04-12T18:27:11Z,2018-04-12T18:33:25Z,2018-04-12T18:33:25Z,organization-geospatial
datacarpentry,ErinBecker,6,FALSE,closed,2018-04-12T17:44:30Z,2018-04-12T18:33:25Z,2018-04-12T18:33:25Z,organization-geospatial
datacarpentry,ErinBecker,5,FALSE,open,2018-04-12T15:43:19Z,2018-04-12T15:45:14Z,NA,organization-geospatial
datacarpentry,obrl-soil,4,TRUE,closed,2018-04-12T00:25:39Z,2018-04-12T17:35:24Z,2018-04-12T17:35:24Z,organization-geospatial
datacarpentry,ErinBecker,3,FALSE,open,2018-04-05T18:56:38Z,2018-04-05T18:56:38Z,NA,organization-geospatial
datacarpentry,ErinBecker,2,FALSE,closed,2018-04-05T16:07:20Z,2018-04-14T03:07:31Z,2018-04-14T03:07:31Z,organization-geospatial
datacarpentry,ErinBecker,1,FALSE,open,2018-04-05T16:07:09Z,2018-04-14T03:06:05Z,NA,organization-geospatial
swcarpentry,flor14,73,TRUE,closed,2018-04-22T00:44:06Z,2018-04-22T16:11:29Z,2018-04-22T16:11:29Z,r-novice-gapminder-es
swcarpentry,spereyra,72,TRUE,closed,2018-04-19T02:53:48Z,2018-04-19T16:43:14Z,2018-04-19T16:42:11Z,r-novice-gapminder-es
swcarpentry,raynamharris,71,TRUE,closed,2018-04-18T21:54:08Z,2018-04-21T19:31:38Z,2018-04-21T19:31:34Z,r-novice-gapminder-es
swcarpentry,raynamharris,70,TRUE,closed,2018-04-18T21:25:32Z,2018-04-18T21:26:18Z,2018-04-18T21:26:15Z,r-novice-gapminder-es
swcarpentry,raynamharris,69,TRUE,open,2018-04-18T21:22:31Z,2018-04-18T21:23:07Z,NA,r-novice-gapminder-es
swcarpentry,spereyra,68,TRUE,closed,2018-04-18T19:03:32Z,2018-04-18T19:29:13Z,2018-04-18T19:29:11Z,r-novice-gapminder-es
swcarpentry,raynamharris,67,TRUE,closed,2018-04-16T12:04:42Z,2018-04-16T12:04:54Z,2018-04-16T12:04:54Z,r-novice-gapminder-es
swcarpentry,raynamharris,66,TRUE,closed,2018-04-15T22:40:43Z,2018-04-16T11:57:08Z,2018-04-16T11:57:08Z,r-novice-gapminder-es
swcarpentry,orchid00,65,TRUE,closed,2018-04-15T18:18:22Z,2018-04-15T21:46:43Z,2018-04-15T21:45:45Z,r-novice-gapminder-es
swcarpentry,spereyra,64,TRUE,closed,2018-04-14T03:22:12Z,2018-04-15T18:45:27Z,2018-04-15T18:45:22Z,r-novice-gapminder-es
swcarpentry,spereyra,63,TRUE,closed,2018-04-13T19:21:25Z,2018-04-14T14:03:05Z,2018-04-14T14:03:05Z,r-novice-gapminder-es
swcarpentry,raynamharris,62,TRUE,closed,2018-04-13T17:13:03Z,2018-04-16T11:57:34Z,2018-04-16T11:57:26Z,r-novice-gapminder-es
swcarpentry,spereyra,61,TRUE,closed,2018-04-13T15:17:54Z,2018-04-13T16:53:41Z,2018-04-13T16:53:38Z,r-novice-gapminder-es
swcarpentry,spereyra,60,TRUE,closed,2018-04-13T14:50:09Z,2018-04-13T16:51:06Z,2018-04-13T16:51:00Z,r-novice-gapminder-es
swcarpentry,fmichonneau,59,TRUE,closed,2018-04-13T14:45:48Z,2018-04-13T16:55:28Z,2018-04-13T14:45:56Z,r-novice-gapminder-es
swcarpentry,raynamharris,58,FALSE,closed,2018-04-13T12:32:35Z,2018-04-13T16:54:37Z,2018-04-13T16:54:37Z,r-novice-gapminder-es
swcarpentry,monialo2000,57,FALSE,open,2018-04-13T00:19:29Z,2018-04-19T17:05:33Z,NA,r-novice-gapminder-es
swcarpentry,flor14,56,TRUE,closed,2018-04-12T23:40:18Z,2018-04-13T16:51:15Z,2018-04-12T23:48:16Z,r-novice-gapminder-es
swcarpentry,ErinBecker,55,FALSE,open,2018-04-12T15:44:54Z,2018-04-22T05:57:20Z,NA,r-novice-gapminder-es
swcarpentry,orchid00,54,FALSE,closed,2018-04-10T19:10:52Z,2018-04-13T13:52:47Z,2018-04-13T13:51:04Z,r-novice-gapminder-es
swcarpentry,orchid00,53,FALSE,closed,2018-04-10T19:09:18Z,2018-04-13T15:41:43Z,2018-04-13T13:40:15Z,r-novice-gapminder-es
swcarpentry,orchid00,52,TRUE,closed,2018-04-10T11:08:48Z,2018-04-10T14:25:41Z,2018-04-10T14:25:41Z,r-novice-gapminder-es
swcarpentry,orchid00,51,TRUE,closed,2018-04-10T11:06:15Z,2018-04-10T14:26:14Z,2018-04-10T14:26:14Z,r-novice-gapminder-es
swcarpentry,orchid00,50,TRUE,closed,2018-04-10T11:05:13Z,2018-04-10T14:24:56Z,2018-04-10T14:24:56Z,r-novice-gapminder-es
swcarpentry,orchid00,49,TRUE,closed,2018-04-10T11:00:54Z,2018-04-10T14:22:04Z,2018-04-10T14:22:04Z,r-novice-gapminder-es
swcarpentry,raynamharris,48,TRUE,closed,2018-04-10T03:41:38Z,2018-04-10T10:54:43Z,2018-04-10T03:42:35Z,r-novice-gapminder-es
swcarpentry,raynamharris,47,TRUE,closed,2018-04-10T03:20:05Z,2018-04-10T03:20:12Z,2018-04-10T03:20:12Z,r-novice-gapminder-es
swcarpentry,raynamharris,46,TRUE,closed,2018-04-10T03:15:10Z,2018-04-10T03:15:57Z,2018-04-10T03:15:57Z,r-novice-gapminder-es
swcarpentry,raynamharris,45,TRUE,closed,2018-04-10T01:34:58Z,2018-04-10T01:35:31Z,2018-04-10T01:35:31Z,r-novice-gapminder-es
swcarpentry,orchid00,44,FALSE,closed,2018-04-09T12:39:52Z,2018-04-10T14:49:11Z,2018-04-10T01:35:48Z,r-novice-gapminder-es
swcarpentry,orchid00,43,TRUE,closed,2018-04-09T12:37:06Z,2018-04-10T02:00:17Z,2018-04-10T01:59:55Z,r-novice-gapminder-es
swcarpentry,orchid00,42,TRUE,closed,2018-04-09T12:36:19Z,2018-04-10T01:54:17Z,2018-04-10T01:51:56Z,r-novice-gapminder-es
swcarpentry,orchid00,41,TRUE,closed,2018-04-09T08:19:23Z,2018-04-10T14:43:03Z,2018-04-10T02:02:45Z,r-novice-gapminder-es
swcarpentry,raynamharris,40,TRUE,closed,2018-04-08T23:00:34Z,2018-04-09T18:31:20Z,2018-04-09T18:31:16Z,r-novice-gapminder-es
swcarpentry,raynamharris,39,FALSE,closed,2018-04-04T15:46:30Z,2018-04-18T19:30:58Z,2018-04-18T19:30:58Z,r-novice-gapminder-es
swcarpentry,raynamharris,38,TRUE,closed,2018-04-03T07:29:34Z,2018-04-10T02:05:04Z,2018-04-04T15:13:42Z,r-novice-gapminder-es
swcarpentry,raynamharris,36,FALSE,closed,2018-03-23T22:18:57Z,2018-04-13T03:27:28Z,2018-04-13T03:27:28Z,r-novice-gapminder-es
swcarpentry,raynamharris,35,FALSE,closed,2018-03-23T22:10:28Z,2018-04-14T13:46:44Z,2018-04-14T13:46:44Z,r-novice-gapminder-es
swcarpentry,raynamharris,34,FALSE,closed,2018-03-23T22:06:57Z,2018-04-18T19:33:35Z,2018-04-18T19:33:35Z,r-novice-gapminder-es
swcarpentry,raynamharris,33,FALSE,closed,2018-03-23T21:51:52Z,2018-04-22T05:56:10Z,2018-04-22T05:56:10Z,r-novice-gapminder-es
swcarpentry,raynamharris,31,FALSE,closed,2018-03-23T20:49:06Z,2018-04-21T19:32:40Z,2018-04-21T19:32:40Z,r-novice-gapminder-es
swcarpentry,raynamharris,30,FALSE,closed,2018-03-23T20:37:10Z,2018-04-14T14:00:37Z,2018-04-14T14:00:37Z,r-novice-gapminder-es
swcarpentry,raynamharris,29,FALSE,open,2018-03-23T20:34:21Z,2018-04-09T18:39:26Z,NA,r-novice-gapminder-es
swcarpentry,raynamharris,28,FALSE,open,2018-03-23T20:29:25Z,2018-04-21T20:05:58Z,NA,r-novice-gapminder-es
swcarpentry,raynamharris,27,FALSE,closed,2018-03-23T20:23:55Z,2018-04-22T16:11:54Z,2018-04-22T16:11:54Z,r-novice-gapminder-es
swcarpentry,raynamharris,26,TRUE,closed,2018-03-23T20:22:46Z,2018-04-09T18:34:13Z,2018-04-09T18:34:13Z,r-novice-gapminder-es
swcarpentry,raynamharris,25,FALSE,open,2018-03-23T20:09:32Z,2018-04-21T20:06:23Z,NA,r-novice-gapminder-es
swcarpentry,raynamharris,24,FALSE,closed,2018-03-23T20:08:17Z,2018-04-22T05:53:04Z,2018-04-22T05:52:57Z,r-novice-gapminder-es
swcarpentry,raynamharris,23,TRUE,closed,2018-03-23T19:53:56Z,2018-04-10T02:05:05Z,2018-04-09T18:32:03Z,r-novice-gapminder-es
swcarpentry,raynamharris,22,FALSE,open,2018-03-23T19:10:40Z,2018-04-19T16:49:17Z,NA,r-novice-gapminder-es
swcarpentry,raynamharris,21,FALSE,open,2018-03-23T19:03:27Z,2018-04-22T16:14:03Z,NA,r-novice-gapminder-es
swcarpentry,raynamharris,19,FALSE,closed,2018-03-23T16:40:46Z,2018-04-19T16:44:05Z,2018-04-19T16:43:58Z,r-novice-gapminder-es
swcarpentry,raynamharris,18,FALSE,open,2018-03-23T16:39:43Z,2018-04-21T14:05:04Z,NA,r-novice-gapminder-es
swcarpentry,raynamharris,17,FALSE,closed,2018-03-23T16:37:57Z,2018-04-19T16:48:29Z,2018-04-19T16:48:29Z,r-novice-gapminder-es
swcarpentry,raynamharris,14,FALSE,closed,2018-03-23T16:00:41Z,2018-04-18T19:29:49Z,2018-04-18T19:29:48Z,r-novice-gapminder-es
swcarpentry,raynamharris,13,FALSE,closed,2018-03-23T15:58:05Z,2018-04-18T19:29:32Z,2018-04-18T19:29:32Z,r-novice-gapminder-es
swcarpentry,raynamharris,12,FALSE,closed,2018-03-23T15:54:37Z,2018-04-15T21:46:50Z,2018-04-15T21:46:50Z,r-novice-gapminder-es
swcarpentry,fmichonneau,11,TRUE,closed,2018-03-23T15:45:04Z,2018-04-10T02:05:10Z,2018-03-23T15:45:36Z,r-novice-gapminder-es
swcarpentry,raynamharris,9,FALSE,closed,2018-03-23T15:18:05Z,2018-04-10T14:32:55Z,2018-03-23T20:57:49Z,r-novice-gapminder-es
swcarpentry,raynamharris,8,FALSE,closed,2018-03-23T15:08:23Z,2018-04-10T14:31:46Z,2018-03-23T16:03:07Z,r-novice-gapminder-es
swcarpentry,raynamharris,7,FALSE,closed,2018-03-23T14:55:07Z,2018-04-10T14:22:28Z,2018-04-10T14:22:28Z,r-novice-gapminder-es
swcarpentry,raynamharris,6,FALSE,closed,2018-03-20T16:38:13Z,2018-04-10T14:33:18Z,2018-03-23T14:32:39Z,r-novice-gapminder-es
swcarpentry,fmichonneau,3,TRUE,closed,2018-03-20T15:57:15Z,2018-04-10T02:05:12Z,2018-03-20T15:57:25Z,r-novice-gapminder-es
swcarpentry,rgaiacs,350,TRUE,open,2018-04-17T16:31:17Z,2018-04-18T08:54:00Z,NA,r-novice-inflammation
swcarpentry,pauljohn32,349,FALSE,closed,2018-04-14T17:50:18Z,2018-04-15T08:41:18Z,2018-04-15T08:37:36Z,r-novice-inflammation
swcarpentry,pauljohn32,348,FALSE,closed,2018-04-14T16:14:49Z,2018-04-15T08:59:59Z,2018-04-15T08:59:16Z,r-novice-inflammation
swcarpentry,branfosj,347,TRUE,closed,2018-04-11T09:50:40Z,2018-04-11T11:03:30Z,2018-04-11T10:59:52Z,r-novice-inflammation
swcarpentry,fmichonneau,346,FALSE,open,2018-04-10T19:22:12Z,2018-04-12T22:34:06Z,NA,r-novice-inflammation
swcarpentry,katrinleinweber,345,TRUE,closed,2018-04-03T19:14:58Z,2018-04-05T14:45:05Z,2018-04-05T14:45:01Z,r-novice-inflammation
swcarpentry,katrinleinweber,340,TRUE,closed,2018-03-09T09:15:53Z,2018-04-03T07:51:28Z,2018-04-03T07:51:18Z,r-novice-inflammation
swcarpentry,katrinleinweber,338,TRUE,closed,2018-03-09T09:06:37Z,2018-04-06T18:17:44Z,2018-04-06T18:17:37Z,r-novice-inflammation
swcarpentry,katrinleinweber,337,TRUE,closed,2018-03-09T07:36:17Z,2018-04-15T09:27:24Z,2018-04-15T09:27:24Z,r-novice-inflammation
swcarpentry,katrinleinweber,335,FALSE,closed,2018-03-07T07:27:37Z,2018-04-11T10:59:53Z,2018-04-11T10:59:53Z,r-novice-inflammation
swcarpentry,katrinleinweber,326,FALSE,closed,2018-02-02T14:39:56Z,2018-04-05T14:45:03Z,2018-04-05T14:45:03Z,r-novice-inflammation
swcarpentry,butterflyskip,310,TRUE,closed,2017-12-30T19:55:41Z,2018-04-06T18:15:03Z,2018-04-06T18:15:03Z,r-novice-inflammation
swcarpentry,paddytobias,303,TRUE,closed,2017-10-25T23:43:31Z,2018-04-03T07:54:12Z,2018-04-03T07:54:12Z,r-novice-inflammation
swcarpentry,gosianow,295,FALSE,open,2017-09-19T13:26:51Z,2018-04-13T08:53:26Z,NA,r-novice-inflammation
swcarpentry,valentina-s,284,FALSE,open,2017-06-12T21:24:48Z,2018-04-14T17:57:38Z,NA,r-novice-inflammation
swcarpentry,Geeketics,276,FALSE,open,2017-04-22T03:13:14Z,2018-04-15T09:16:37Z,NA,r-novice-inflammation
swcarpentry,gvwilson,220,FALSE,open,2016-07-06T14:38:55Z,2018-04-14T17:43:44Z,NA,r-novice-inflammation
carpentries,karenword,675,TRUE,closed,2018-04-21T00:58:21Z,2018-04-23T20:32:55Z,2018-04-23T20:32:55Z,instructor-training
carpentries,lexnederbragt,674,TRUE,closed,2018-04-18T07:17:53Z,2018-04-18T20:25:05Z,2018-04-18T20:25:05Z,instructor-training
carpentries,raynamharris,673,FALSE,open,2018-04-18T06:55:17Z,2018-04-18T21:43:49Z,NA,instructor-training
carpentries,gvwilson,672,FALSE,open,2018-04-17T14:00:45Z,2018-04-17T17:01:27Z,NA,instructor-training
carpentries,gvwilson,671,TRUE,open,2018-04-17T13:59:22Z,2018-04-24T19:53:09Z,NA,instructor-training
carpentries,karenword,670,TRUE,closed,2018-04-13T23:10:52Z,2018-04-17T13:27:36Z,2018-04-17T13:27:36Z,instructor-training
carpentries,karenword,669,TRUE,open,2018-04-13T20:22:46Z,2018-04-13T20:22:46Z,NA,instructor-training
carpentries,maneesha,668,FALSE,open,2018-04-13T14:54:53Z,2018-04-13T14:54:53Z,NA,instructor-training
carpentries,murraycadzow,667,TRUE,closed,2018-04-13T04:05:18Z,2018-04-13T12:36:40Z,2018-04-13T12:36:40Z,instructor-training
carpentries,karenword,666,TRUE,closed,2018-04-12T22:30:49Z,2018-04-13T19:56:57Z,2018-04-13T12:37:05Z,instructor-training
carpentries,karenword,665,FALSE,closed,2018-04-11T20:18:34Z,2018-04-11T20:26:58Z,2018-04-11T20:26:58Z,instructor-training
carpentries,ChristinaLK,664,FALSE,open,2018-04-05T14:19:27Z,2018-04-17T13:28:38Z,NA,instructor-training
carpentries,katrinleinweber,663,TRUE,closed,2018-04-03T08:30:23Z,2018-04-03T19:03:45Z,2018-04-03T17:03:21Z,instructor-training
carpentries,kariljordan,662,FALSE,closed,2018-04-02T18:51:26Z,2018-04-02T19:43:13Z,2018-04-02T19:43:13Z,instructor-training
carpentries,kariljordan,661,TRUE,closed,2018-04-02T11:56:35Z,2018-04-02T16:11:37Z,2018-04-02T16:11:37Z,instructor-training
carpentries,PLNReynolds,658,FALSE,open,2018-03-27T23:15:26Z,2018-04-12T17:31:51Z,NA,instructor-training
carpentries,karenword,657,FALSE,open,2018-03-27T18:48:01Z,2018-04-03T07:50:24Z,NA,instructor-training
carpentries,sheraaron,652,FALSE,open,2018-03-21T18:08:27Z,2018-04-13T20:52:05Z,NA,instructor-training
carpentries,fmichonneau,651,FALSE,open,2018-03-21T14:23:08Z,2018-04-18T15:45:40Z,NA,instructor-training
carpentries,symulation,649,FALSE,open,2018-03-20T04:56:19Z,2018-04-23T18:57:00Z,NA,instructor-training
carpentries,weaverbel,645,FALSE,open,2018-03-14T01:53:14Z,2018-04-09T17:51:45Z,NA,instructor-training
carpentries,ChristinaLK,643,FALSE,open,2018-03-13T17:17:19Z,2018-04-09T17:46:18Z,NA,instructor-training
carpentries,ChristinaLK,641,FALSE,open,2018-03-07T15:02:29Z,2018-04-09T17:46:18Z,NA,instructor-training
carpentries,ChristinaLK,640,FALSE,open,2018-03-07T14:57:51Z,2018-04-13T12:39:45Z,NA,instructor-training
carpentries,fmichonneau,639,FALSE,open,2018-03-05T13:10:43Z,2018-04-09T17:51:45Z,NA,instructor-training
carpentries,fmichonneau,634,FALSE,open,2018-02-28T21:06:30Z,2018-04-09T17:46:18Z,NA,instructor-training
carpentries,fmichonneau,628,FALSE,closed,2018-02-22T23:50:16Z,2018-04-13T19:55:49Z,2018-04-13T19:55:49Z,instructor-training
carpentries,fmichonneau,627,FALSE,open,2018-02-22T22:20:45Z,2018-04-10T16:56:02Z,NA,instructor-training
carpentries,gvwilson,622,FALSE,open,2018-02-13T14:40:46Z,2018-04-09T17:46:17Z,NA,instructor-training
carpentries,cderose,619,FALSE,open,2018-02-02T02:18:09Z,2018-04-09T17:46:17Z,NA,instructor-training
carpentries,gvwilson,618,FALSE,open,2018-02-01T20:34:04Z,2018-04-09T17:46:17Z,NA,instructor-training
carpentries,goldmj,616,FALSE,closed,2018-01-31T20:40:43Z,2018-04-13T12:38:17Z,2018-04-13T12:38:17Z,instructor-training
carpentries,symulation,615,FALSE,open,2018-01-31T20:35:45Z,2018-04-12T05:21:13Z,NA,instructor-training
carpentries,symulation,614,FALSE,open,2018-01-31T20:33:55Z,2018-04-12T05:21:33Z,NA,instructor-training
carpentries,tobyhodges,606,TRUE,open,2018-01-17T16:45:31Z,2018-04-09T17:48:06Z,NA,instructor-training
carpentries,ErinBecker,593,FALSE,open,2017-12-21T21:27:40Z,2018-04-09T17:46:17Z,NA,instructor-training
carpentries,elliewix,589,FALSE,open,2017-12-15T21:49:07Z,2018-04-09T17:46:17Z,NA,instructor-training
carpentries,elliewix,584,FALSE,open,2017-12-14T19:10:23Z,2018-04-15T09:07:09Z,NA,instructor-training
carpentries,ErinBecker,556,FALSE,open,2017-11-02T18:35:19Z,2018-04-12T17:05:47Z,NA,instructor-training
carpentries,ChristinaLK,549,FALSE,open,2017-10-28T19:41:39Z,2018-04-09T17:46:17Z,NA,instructor-training
carpentries,ChristinaLK,544,FALSE,closed,2017-10-25T13:23:27Z,2018-04-13T16:48:24Z,2018-04-13T16:48:24Z,instructor-training
carpentries,fmichonneau,540,FALSE,open,2017-10-24T15:29:57Z,2018-04-12T05:25:04Z,NA,instructor-training
carpentries,karenword,535,FALSE,open,2017-10-24T04:20:02Z,2018-04-09T17:48:06Z,NA,instructor-training
carpentries,ChristinaLK,534,FALSE,open,2017-10-22T20:59:02Z,2018-04-09T17:48:05Z,NA,instructor-training
carpentries,raynamharris,527,FALSE,open,2017-10-11T19:45:47Z,2018-04-12T05:25:03Z,NA,instructor-training
carpentries,weaverbel,509,FALSE,open,2017-09-28T06:00:27Z,2018-04-12T05:25:03Z,NA,instructor-training
carpentries,fmichonneau,505,FALSE,open,2017-09-24T12:43:10Z,2018-04-12T05:25:03Z,NA,instructor-training
carpentries,rgaiacs,496,FALSE,open,2017-08-27T11:11:18Z,2018-04-09T17:48:05Z,NA,instructor-training
